emis,name,province,district,circuit,phase,sector,phone,street_address,town_city,email,quintile
200500737,MONTI  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,071 887 6247,"Amangutyana A/A,Monti Location,Bizana,4800",BIZANA,,Q1
200500754,MPENI  SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,083 344 2473,"Mtamvuna A/A,Mpeni Location,Mt Ayliff,4735",MOUNT AYLIFF,,Q1
200500755,MPENKULU  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,083 687 5094,"Amangutyana A/A,Ntsimbini Location,Bizana,4800",BIZANA,,Q1
200500756,MPETSHWA PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,063 700 7678,"Amantshangase A/A,Mpetshwa Location,Bizana,4800",BIZANA,,Q1
200500764,MPONDOMBINI  SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,078 306 6432,"Imizizi A/A,Mnyaka,Bizana,4800",REDOUBT,,Q2
200500769,MPUNZI DRIFT PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,,"Imizizi A/A,Mpunzi Drift Location,Bizana,4800",MBIZANA,,Q1
200500773,MQENI JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Public,084 726 2021,"Amangutyana A/A,Monti Location,Mbizana,4800",BIZANA,,Q1
200501448,MQHOKWENI  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,073 531 2535,"Mtamvuna A/A,Mpeni Location,Mount Ayliff,4700",KOKSTAD,,Q1
200500793,MT ZION JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Public,083 472 6738,"Isikelo A/A,Mt Zion Location,Bizana,4800",BIZANA,,Q2
200500796,MTAYISA  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,,"Amadiba A/A,Mthayisa Location,Bizana,4800",BIZANA,,Q1
200500824,MZAMBA SENIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Public,068 209 5652,"Esikhumbeni A/A,Mzamba Location,Bizana,4800",BIZANA,,Q2
200501403,MZAMBANA  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,,"Amangutyana A/A,Emapheleni Location,Bizana,4800",BIZANA,,Q2
200500844,NCENJANE  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,071 986 4083,"Ncenjane Loc, Imizizi A/A,Bizana,Bizana,4800",IZINGOLWENI,,Q1
200500849,NCURA  SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,078 535 6934,"Ntlenzi A/A,Ndakeni Location,Flagstaff,4810",BIZANA,,Q1
200500856,NDAYINI  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,073 608 5461,"Ntlenzi A/A,Ndayini Location,Bizana,4800",FLAGSTAFF,,Q1
200500860,NDINOMNTU  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,083 344 0115,"Ntsimbini A/A,Mbileni Location,Bizana,4800",BIZANA,,Q1
200500862,NDLOVIMILE  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,073 643 8961,"Amampisi A/A ,Ndlovimile Location,Bizana,4800",BIZANA,,Q1
200500865,NDUNGE JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Public,083 392 5640,"Izinini A/A,Ndunge Location,Bizana,4800",BIZANA,,Q1
200500871,NGALONKULU  SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,076 208 3238,"Amangutyana A/A,Mbongweni Location,Bizana,4800",MBIZANA,,Q1
200501356,NGCINGO JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Public,078 375 6522,"Amangutyana A/A,Ngcingo Location,Bizana,4800",BIZANA,,Q2
200500879,NGELE PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,076 235 9002,"Nqutu A/A,Ngele Location,Bizana,4800",BIZANA,,Q1
200500882,NGOJANE  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,083 597 8151,"Amangutyana A/A,Ngojane Location ,Bizana,4800",BIZANA,,Q1
200500889,NGQONGWENI  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,039 251 0975,"Monti A/A,Enyanisweni Location,Bizana,4800",BIZANA,,Q2
200500915,NKUNDLA  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,083 979 0243,"Amandela A/A,Ndela Loc,Bizana,4800",BIZANA,,Q1
200500919,NOBAMBA  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,073 134 0838,"Imizizi A/A,Etyeni Location,Bizana,4800",BIZANA,,Q1
200500922,NOKATSHILE PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,078 560 2594,"Goxe A/A,Nokhatshile Location,Bizana,4800",KOKSTAD,,Q1
200501457,NOMAGQWATHEKANA COMPREHENSIVE TECHNICAL SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,083 741 7608,"Imizizi A/A,Lukholo Location,Bizana,4800",PORT EDWARD,,Q1
200500296,NOMATHEBE JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,,"Amantshangase A/A,Sithukuthezi Location,Bizana,4800",BIZANA,,Q1
200501355,NOMPUMALANGA SPECIAL SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Special Needs,Public,039 251 3233,"Esikhumbeni A/A,Nomlacu,Bizana,4800",BIZANA,,
200500935,NONGEKE  SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,083 508 1801,"Imizizi A/A,Redoubt Location,Bizana,4800",BIZANA,,Q1
200500939,NONKQUBELA  SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,083 940 8042,"Monti A/A,Matwebu Location,Bizana,4800",BIZANA,,Q2
200500940,NONTLANGA JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Public,073 854 4843,"Amakhanyayo A/A,Nontlanga Location,Bizana,4800",BIZANA,,Q1
200500954,NTABEZULU  SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,064 523 6418,"Amangutyana A/A,Monti Location,Bizana,4800",BIZANA,,Q1
200501409,NTAMONDE  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,071 647 7185,"Amantshangase A/A,Ntamonde Location,Mbizana,4800",KOKSTAD,,Q1
200500960,NTLAKWE SENIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Public,071 893 9274,"Mkolorha A/A,Imizizi Location,Bizana,4800",BIZANA,,Q2
200500961,NTLALONTSHA JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Public,083 470 6504,"Ntlenzi Aa,Zone 3 Location,Flagstaff,4810",FLAGSTAFF,,Q1
200500963,NTLAMVUKAZI JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,,"Amantshangase A/A,Emkhandlweni Location,Bizana,4800",BIZANA,,Q1
200500969,NTLOZELO JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,072 861 1851,"Umkolora A/A,Ntlozelo Location,Bizana,4800",BIZANA,,Q1
200500971,NTOLA  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,,"Ntshangase A/A Along R61,Ntola Location,Bizana,4800",BIZANA,,Q1
200500975,NTSHANGASE  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,083 384 9039,"Amantshangase A/A,Qhabangeni Location,Bizana,4800",KOKSTAD,,Q1
200500980,NTSIMBINI JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Public,083 610 9360,"Amangutyana A /A,Ntsimbini Location,Bizana,4800",BIZANA,,Q1
200500985,NTUKAYI  SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,083 420 3750,"Izinini A/A Ndunge Location ,Ndunge Location,Bizana ,4800",BIZANA,,Q1
200500040,NTUNJENI PREPARATORY PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Independent,083 758 2522,"Imizizi A/A,Ntunjeni Location,Bizana,4800",MBIZANA,,
200500998,OLIVER TAMBO TECHNICAL HIGH SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,073 236 6319,"Isikelo A/A,Nkantolo Location,Bizana,4800",BIZANA,,Q1
200501009,PATEKILE PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,073 162 2111,"Imizizi A/A,Hlolweni Location,Bizana,4800",PORT EDWARD,,Q1
200501011,PELE-PELE  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,039 251 0975,"Qasa A/A,Pele-Pele Location,Bizana,4810",FLAGSTAFF,,Q1
200501628,PETER GORDONS ACADEMY SPECIAL NEEDS,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Independent,,"AMAN GUTYANA A/A.NGCINGO LOCATION, BIZANA",BIZANA,,
200500355,PHAKAMA UKHANYE KINGDOM SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Independent,073 285 1279,"EXTENSION 3, ERF 615, MERCY FERGUSON, MBIZANA,4800",MBIZANA,,
200501447,PHAKAMISA PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Independent,039 251 0764,"Erf 48,Mbizana,Bizana,4800",MBIZANA,,
200501430,PHANDULWAZI  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,073 213 5763,"Amadiba A/A,Mbizana ,Bizana,4800",BIZANA,,Q1
200501025,PLANGENI JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Public,078 533 6164,"Umgungundlovu A/A,Plangeni Location,Bizana,4800",BIZANA,,Q3
200501036,QADU  SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,,"Amangutyana A/A,Mejela Location,Bizana,4800",MBIZANA,,Q1
200501041,QANDASHE JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Public,063 122 6391,"Imizizi A/A,Ntlakwe Location,Bizana,4800",BIZANA,,Q1
200501047,QOBO  SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,078 762 6313,"Izilangwe A/A,Silangwe Location,Bizana,4800",BIZANA,,Q1
200501053,QUNGEBE  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,073 700 5586,"Isikelo A/A,Qungebe Location,Bizana,4800",BIZANA,,Q1
200501068,ROCKVILLE  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,078 696 7090,"Ntlenzi A/A,Rockville Location,Bizana,4810",FLAGSTAFF,,Q1
200501090,SHUKUMA SENIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,073 416 5479,"Mkolorha A/A,Ntlozelo Location,Bizana,4800",BIZANA,,Q1
200501097,SIDANGA PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,,"Amadiba A/A,Sidanga Location,Bizana,4800",BIZANA,,Q1
200501359,SIGIDI  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,078 789 8661,"Amadiba A/A,Mbizana,Bizana,4800",BIZANA,,Q1
200501103,SIJADU  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,083 747 5694,"Amadiba A/A,Mdatya Location,Bizana,4800",MBIZANA,,Q1
200501625,SIKELWENI ELEMENTARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Independent,,,,,
200501108,SILANGWE  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,078 452 2607,"Izilangwe A/A,Silangwe Location,Bizana,4800",BIZANA,,Q1
200501123,SITHUKUTHEZI  SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,083 744 1761,"Amantshangase A/A,Emaqadini Location,Bizana,4800",BIZANA,,Q1
200501622,SIYABONGA SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Independent,,ISIKELO A/A WARD 26 MBIZANA 4800,,,
200501141,SOMTSEU  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,071 659 0904,"Mfundisweni A/A,Magqabasini Location,Flagstaff,4810",BIZANA,,Q1
200501144,SONTSELE PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,073 669 0575,"Ntshamathe A/A,Bizana,Bizana,4800",BIZANA,,Q1
200501442,ST PATRICK'S  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,083 338 4485,"Highland View,Bizana,Bizana,4800",BIZANA,,Q3
200501592,ST THERESA PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,073 356 6415,"Erf 93 Hope Street, Bizana,Bizana,Bizana,4800",,,Q3
200501168,STANFORD  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,072 374 7434,"Imizizi A/A,Bizana,Bizana,4800",PORT EDWARD,,Q1
200501440,SUPERKIDS PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Independent,039 251 0555,"50 Main Street,Anglican Church,Mbizana,4800",BIZANA,,
200501174,SWANE JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Public,071 699 0917,"Ntlenzi A/A,Gwabeni Location,Bizana,4800",FLAGSTAFF,,Q1
200501175,SWANE RIDGE  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,082 818 9376,"Ntlenzi A/A,Swane Ridge Location,Flagstaff,4810",FLAGSTAFF,,Q1
200501179,TANDABANTU  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,039 251 0975,"Isikelo A/A,Mbobeni Location,Bizana,4800",BIZANA,,Q2
200501600,THEMBA MZIZI  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,073 475 4871,"Imizizi A/A,Mbizana,4800",,,Q2
200501195,THEMBALESIZWE COMP TECH  SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,083 248 6090,"Hlolweni A/A,Sicambeni Location,Port Edward ,4800",PORT EDWARD,,Q1
200501215,TOKOZANI PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,072 382 3115,"Amanikhwe A/A,Tokozani Location ,Bizana,4800",BIZANA,,Q1
200501222,TOPOZO  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,073 811 2063,"Mkolorha A/A,Topozo Sps,Bizana,4800",BIZANA,,Q1
200501224,TSAWANA JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Public,073 969 2775,"Isisele A/A,Jali Location,Bizana,4800",BIZANA,,Q1
200501621,VAV MEMORIAL COLLEGE,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Independent,,,,,
200501271,VAYI PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,083 424 8190,"Amangutyana A/A,Ntsimbini Location,Bizana,4800",BIZANA,,Q1
200501278,VUKAYIBAMBE  SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,081 380 1905,"Qasa A/A,Emdikisweni Location,Flagstaff,4810",FLAGSTAFF,,Q1
200501280,VUKUZENZELE SPECIAL SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Special Needs,Public,079 335 1316,"Esikhumbeni A/A,Nomlacu Location,Bizana,4800",BIZANA,,
200501282,VULINDLELA COMPREHENSIVE TECHNICAL HIGH SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,078 136 5773,"Umgungundlovu A/A,Msizazwe Location,Bizana,4800",PORT EDWARD,,Q3
200501289,VUYISILE JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Public,073 447 6393,"Amanikhwe A/A,Ntsingizi Location,Bizana,4800",REDOUBT,,Q1
200501293,WINNIE MANDELA COMP TECH  SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,073 674 2696,"Amangutyana A/A,Umlomekhuba Location,Bizana,4800",PORT EDWARD,,Q1
200501296,XOLOBENI JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Public,083 338 8109,"Amadiba A/A,Xolobeni Location Ward 25,Bizana,4800",BIZANA,,Q1
200501623,Xolobeni Technical High School,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,,XOLOBENI LOCATION WARD 25 BIZANA 4800,,,Q3
200501300,YANGE  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,083 747 4416,"Amantshangase A/A,Dumsi,Bizana,4800",KOKSTAD,,Q1
200501306,ZAMILIZWE  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,,"Amanikwe A/A,Nikwe Location,Bizana,4800",BIZANA,,Q2
200501308,ZAMOKUHLE JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Combined,Public,039 251 3267,"Isikelo A/A,Nomlacu Location,Bizana,4800",BIZANA,,Q2
200501311,ZAMOKUHLE SPECIAL SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Special Needs,Public,039 251 6009,"Amanikwe A/A,Ntsingizi Location,Bizana,4800",BIZANA,,
200501317,ZANOKHANYO  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,083 979 7938,"Nqabeni A/A,Envis Location,Flagstaff,4800",FLAGSTAFF,,Q1
200501329,ZININI  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,073 182 3913,"Izinini A/A,Bizana,Bizana,4800",BIZANA,,Q3
200501612,ZWELONKE SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,,BOKUVENI A/A DUDUMENI LOCATION MBIZANA 4800,,,Q3
200500377,kwaMBENYA  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,073 590 1448,"Amanikhwe A/A,Nikhwe Location,Bizana,4800",BIZANA,,Q2
200500380,kwaNDELA PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,073 409 6850,"Amandela A/A,Kwandela Location,Bizana,4800",MBIZANA,,Q1
200500382,kwaNIKWE JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Secondary,Public,083 949 9044,"Amanikwe A/A,Nikwe Location,Bizana,4800",BIZANA,,Q2
200500386,kwaNTIKA  PRIMARY SCHOOL,Eastern Cape,ALFRED NZO EAST,Unknown,Primary,Public,063 197 9869,"Hlolweni A/A,Sicambeni Location,Bizana,4800",BIZANA,,Q1
200501564,ADVENT COMPREHENSIVE SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Secondary,Independent,072 300 0020,"No 505 Main Street,Maluti,Maluti,4740",MALUTI,,
200500004,ANTIOCH PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,072 323 1937,"Nqalweni Aa,Mount Frere,5090",MOUNT FRERE,,Q1
200500005,ARTHUR NGUNGA SENIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Secondary,Public,083 988 2902,"Goso Loc,Mount Ayliff,4735",MOUNT AYLIFF,,Q2
200500006,AZARIEL SENIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Secondary,Public,,"AZARIEL LOCATION, P.O BOX 238, MATATIELE, 4730",MATATIELE,,Q1
200500009,BAGQOZINI JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,,"Mnceba A/A,Ntabankulu,5130",TABANKULU,,Q1
200500011,BAKUBA JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,083 537 6025,"Lundini A/A ,Ntabankulu,5130",TABANKULU,,Q2
200500014,BALETYENI JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,083 720 1372,"PO BOX 403, MOUNT FRERE, 5090",MOUNT FRERE,,Q1
200500018,BAPHATHE SENIOR PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,082 590 7898,"Osborn A/A,Tshungwana,Mount Frere,5090",MOUNT FRERE,,Q3
200500019,BARKERVILLE PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,079 263 8299,"Ngxabaxa A/A,Mount Frere,5090",MOUNT FRERE,,Q2
200500021,BAVUMILE JUNIOR PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,,"Masakala A/A,Matatiele,Matatiele,4730",MATATIELE,,Q2
200500025,BELFORT JUNIOR PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,073 644 3808,"Thabanatsoana A/A,Maluti,Matatiele,4730",MATATIELE,,Q2
200501571,BERGVIEW COLLEGE,Eastern Cape,ALFRED NZO WEST,Unknown,Combined,Independent,039 737 3343,"No 1 Raymond Rogers Street/3 Davies Street,Matatiele,4730",MATATIELE,,
200500029,BETHEL JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Combined,Public,072 307 2048,"SIBI A/A, MALUTI, 4730",MALUTI,,Q3
200500030,BETHEL PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,072 623 8184,"Ngwetsheni A/A,Mount Frere,Mount Frere,5090",MOUNT FRERE,,Q1
200500031,BETHESDA PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,078 573 4717,"Lupindo A/A,Matatiele,Matatiele,4730",MATATIELE,,Q2
200500032,BETHLEHEM SENIOR PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,071 942 8004,"Njijini A/A,Mt Frere,5090",MOUNT FRERE,,Q1
200500033,BETSHWANA PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,082 339 1667,"Betshwana Location ,Mount Ayliff,4735",MOUNT FRERE,,Q3
200500034,BHAYI SENIOR PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,083 304 2538,"Ngcolo A/A,Ntabankulu,5130",MOUNT FRERE,,Q1
200500042,BLACK DIAMOND PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,084 591 6779,"Menjini Location,Matatiele,Matatiele,4730",MATATIELE,,Q1
200500044,BLORWENI JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,072 404 3844,"Ngozi A/A,Tabankulu,Tabankulu,5090",TABANKULU,,Q1
200501588,BOKAMOSO PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,,"1708 Harry Gwala Park,Matatiele,4730",MATATIELE,,Q1
200500050,BOMVINI JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,081 842 4321,"TABANKULU A/A, TABANKULU, 5130",TABANKULU,,Q1
200500094,BONXA HIGH SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Secondary,Public,083 240 6092,"Ntlamvini A/A,Tabankulu,Tabankulu,5090",TABANKULU,,Q2
200500056,BONXA PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,083 540 3073,"Ntlamvini A/A,Tabankulu,Tabankulu,5090",TABANKULU,,Q2
200501417,BROOKSNEK JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,071 980 6855,"Brooksnek A/A,Mount Ayliff ,Mount Ayliff,4735",MOUNT AYLIFF,,Q2
200500060,BROOKSNEK SENIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Secondary,Public,079 128 8286,"Brooksnek Location,Mt Ayliff,4735",MOUNT AYLIFF,,Q2
200500061,BUBESI PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,082 219 1435,"Bubesi A/A,Matatiele,4730",MATATIELE,,Q1
200500062,BUFFALO NEK JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Secondary,Public,071 417 6555,"Njijini A/A ,Mount Frere,5090",MOUNT FRERE,,Q2
200500063,BUHLAMBO JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,083 510 6566,"Flagstaff,4810",MFUNDISWENI,,Q1
200500074,CABA JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,073 702 6969,"Caba A\A,Tabankulu,Tabankulu,5090",TABANKULU,,Q1
200500075,CABANE JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,084 469 4975,"Mpemba Administrative Area,Mount Frere,5090",MOUNT FRERE,,Q2
200500076,CABAZANA JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,083 994 9605,"Cabazana A/A,Mount Ayliff,Mount Ayliff,4735",MOUNT AYLIFF,,Q2
200500077,CABAZI PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,072 508 5389,"Cabazi A/A,Mount Frere,5090",MOUNT FRERE,,Q2
200500078,CACADU JUNIOR SECONDARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,082 681 4397,"Ngwemnyama A/A,Ntabankulu,5130",TABANKULU,,Q1
200500079,CAIPHUS KHOAPA PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Combined,Public,071 289 0615,"Matsetseng Location,Matatiele,4730",MATATIELE,,Q2
200500082,CANCELE PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,072 494 1430,"Cancele Administrative Area,Mount Frere,5090",MOUNT FRERE,,Q1
200500084,CANDULWANDLE PRIMARY SCHOOL,Eastern Cape,ALFRED NZO WEST,Unknown,Primary,Public,079 288 2275,"Dumsi A/A,Ntabankulu,Ntabankulu,5130",MOUNT FRERE,,Q1
